"Operational State","Connection State","Rate","Name","Protection","From Node #1","From Port #1","To Node #1","To Port #1","From Node #2","From Port #2","To Node #2","To Port #2","Alarm Status","Server Alarm Status","Service State","OLC State","Implementation Status","PM 15M","PM 24H","Connection Type","Deploy Type","Category","Allow ASON Resources","ASAP","Frequency","TCM Enabled","TCM ASAP Enabled","Wave Key","Alias","Alias 2","Order Number","Customer","Group Order Name","Created By","Created Date","Frequency Band","OMSP Connection Name","Enable NIM","% Low Utilization Threshold","% High Utilization Threshold","% Utilization","Latest Note","NPA Name","Channel Width","Grid Type","Line Mode Profile","Scheduled Jobs","Line Mode Profile Description","Reversion Control Group","NML ASAP","From NE #1","To NE #1","5G Tributary Size","ASE Control Mode","Utilization Profile","Timeslots Count","Order ID"
"Up","Commissioned","ODU4","Core_KZN_DTA-2_PS24x_01-11-18-L3_1-08-AD10_KZN_RB-2_PS36x_01-01-03-L1_2-08-AD1_100G_9360","Unprotected","KZN-DTA-2","OTUODU4-11-18-3","KZN-RB-2","OTUODU4-1-1-3-1","","","","","Cleared","Minor","In Service","In Service","Completed","Not Enabled","Not Enabled","Logical Link","Add","Control Plane","No","Not Set","N/A","None","None","Keyed","Core_KZN_DTA-2_PS24x_01-11-18-L3_1-08-AD10_KZN_RB-2_PS36x_01-01-03-L1_2-08-AD1_100G_9360","","A79944","","g-Core_KZN_DTA-2_PS24x_01-11-18-L3_1-08-AD10_KZN_RB-2_PS36x_01-01-03-L1_2-08-AD1_100G_9360","User","Thu Sep 29 2022 15:09:24 GMT+0200 (South Africa Standard Time)","","","N/A","50","80","45","","BBNS","50.0","","","","","","default ASAP","KZN-DTA-2","KZN-RB-2#OCS","N/A","ASE Disabled","DEFAULT","0","301764"
"Up","Commissioned","ODU4","Core_KZN_DTA-2_PS24x_01-11-19-L3_1-08-AD10_NLD6_SC-2_PS36x_01-01-02-L1_2-08-AD1_100G_9360","Unprotected","KZN-DTA-2","OTUODU4-11-19-3","NLD6-SC-2","OTUODU4-1-1-2-1","","","","","Cleared","Minor","In Service","In Service","Completed","Not Enabled","Not Enabled","Logical Link","Add","Control Plane","No","Not Set","N/A","None","None","Keyed","Core_KZN_DTA-2_PS24x_01-11-19-L3_1-08-AD10_NLD6_SC-2_PS36x_01-01-02-L1_2-08-AD1_100G_9360","","A79960","","g-Core_KZN_DTA-2_PS24x_01-11-19-L3_1-08-AD10_NLD6_SC-2_PS36x_01-01-02-L1_2-08-AD1_100G_9360","User","Thu Sep 29 2022 15:54:04 GMT+0200 (South Africa Standard Time)","","","N/A","50","80","51.25","","BBNS","50.0","","","","","","default ASAP","KZN-DTA-2","NLD6-SC-2#OCS","N/A","ASE Disabled","DEFAULT","0","301896"
"Up","Commissioned","ODU4","Core_SGC_MTA_PS32_01-01-15-L1_SGC_KM_PS32_01-03-16-L1_100G-9235","Unprotected","SGC-KM-1","130SCX10-3-16-L1-1","SGC-MTA-1","130SCX10-1-15-L1-1","","","","","Cleared","Minor","In Service","In Service","Completed","Not Enabled","Not Enabled","Logical Link","Add","Control Plane","No","Not Set","N/A","None","None","Keyed","Core_SGC_MTA_PS32_01-01-15-L1_SGC_KM_PS32_01-03-16-L1_100G-9235","","A79989","","g-Core_SGC_MTA_PS32_01-01-15-L1_SGC_KM_PS32_01-03-16-L1_100G-9235","User","Fri Sep 30 2022 17:17:36 GMT+0200 (South Africa Standard Time)","","","N/A","50","80","0","","BBNS","50.0","","","","","","default ASAP","SGC-KM-1","SGC-MTA-1","N/A","ASE Disabled","DEFAULT","0","301983"
"Up","Commissioned","ODU4","Core_NGA_PRO-2_PS24x_01-12-22-L1_2-11-AD2_DFA_SEC_PS36_01-02-05-L1_SFD-26_100G_9460","Unprotected","NGA-PRO-2","OTUODU4-12-22-1","DFA-SEC-1","OTUODU4-1-2-5-1","","","","","Minor","Minor","In Service","In Service","Completed","Not Enabled","Not Enabled","Logical Link","Add","Control Plane","No","Not Set","N/A","None","None","Keyed","Core_NGA_PRO-2_PS24x_01-12-22-L1_2-11-AD2_DFA_SEC_PS36_01-02-05-L1_SFD-26_100G_9460","","A80046","","g-Core_NGA_PRO-2_PS24x_01-12-22-L1_2-11-AD2_DFA_SEC_PS36_01-02-05-L1_SFD-26_100G_9460","User","Tue Oct 04 2022 08:43:54 GMT+0200 (South Africa Standard Time)","","","N/A","50","80","70","","BBNS","50.0","","","","","","default ASAP","NGA-PRO-2","DFA-SEC-1#OCS","N/A","ASE Disabled","DEFAULT","0","302100"
"Up","Commissioned","ODU4","Core_NLD6_UM_PS36_01-01-08-L1_SFD-26_NLD6_KK_PS36_01-01-03-L1_SFD-28_100G-9420","Unprotected","NLD6-UM-1","OTUODU4-1-1-8-1","NLD6-KK-1","OTUODU4-1-1-3-1","","","","","Cleared","Minor","In Service","In Service","Completed","Not Enabled","Not Enabled","Logical Link","Add","Control Plane","No","Not Set","N/A","None","None","Keyed","Core_NLD6_UM_PS36_01-01-08-L1_SFD-26_NLD6_KK_PS36_01-01-03-L1_SFD-28_100G-9420","","A80076","","g-Core_NLD6_UM_PS36_01-01-08-L1_SFD-26_NLD6_KK_PS36_01-01-03-L1_SFD-28_100G-9420","User","Tue Oct 04 2022 15:12:29 GMT+0200 (South Africa Standard Time)","","","N/A","50","80","10","","BBNS","50.0","","","","","","default ASAP","NLD6-UM-1#OCS","NLD6-KK-1#OCS","N/A","ASE Disabled","DEFAULT","0","302239"
"Up","Commissioned","ODU4","Core_NLD6_PS_PS36_01-01-04-L1_SFD-28_NLD6_KK_PS36_01-01-02-L1_SFD-26_100G-9420","Unprotected","NLD6-PS-1","OTUODU4-1-1-4-1","NLD6-KK-1","OTUODU4-1-1-2-1","","","","","Cleared","Minor","In Service","In Service","Completed","Not Enabled","Not Enabled","Logical Link","Add","Control Plane","No","Not Set","N/A","None","None","Keyed","Core_NLD6_PS_PS36_01-01-04-L1_SFD-28_NLD6_KK_PS36_01-01-02-L1_SFD-26_100G-9420","","A80138","","g-Core_NLD6_PS_PS36_01-01-04-L1_SFD-28_NLD6_KK_PS36_01-01-02-L1_SFD-26_100G-9420","User","Wed Oct 05 2022 12:53:20 GMT+0200 (South Africa Standard Time)","","","N/A","50","80","10","","BBNS","50.0","","","","","","default ASAP","NLD6-PS-1#OCS","NLD6-KK-1#OCS","N/A","ASE Disabled","DEFAULT","0","302378"
"Up","Commissioned","ODU4","Core_NLD6_SC_PS36_01-01-04-L1_MSC-1-8-AD2_NLD6_PS_PS36_01-01-03-L1_SFD-26_100G-9420","Unprotected","NLD6-SC-2","OTUODU4-1-1-4-1","NLD6-PS-1","OTUODU4-1-1-3-1","","","","","Cleared","Minor","In Service","In Service","Completed","Not Enabled","Not Enabled","Logical Link","Add","Control Plane","No","Not Set","N/A","None","None","Keyed","Core_NLD6_SC_PS36_01-01-04-L1_MSC-1-8-AD2_NLD6_PS_PS36_01-01-03-L1_SFD-26_100G-9420","","A80143","","g-Core_NLD6_SC_PS36_01-01-04-L1_MSC-1-8-AD2_NLD6_PS_PS36_01-01-03-L1_SFD-26_100G-9420","User","Wed Oct 05 2022 13:01:43 GMT+0200 (South Africa Standard Time)","","","N/A","50","80","20","","BBNS","50.0","","","","","","default ASAP","NLD6-SC-2#OCS","NLD6-PS-1#OCS","N/A","ASE Disabled","DEFAULT","0","302408"
"Up","Commissioned","ODU4","Core_SGC_JGE-2_PS24x_01-11-18-L3_MCS_1-8_SGC_MTA-2_PS24x_01-11-06-L3_MCS_3-16_100G_9395","Unprotected","SGC-JGE-2","OTUODU4-11-18-3","SGC-MTA-2","OTUODU4-11-6-3","","","","","Cleared","Minor","In Service","In Service","Completed","Not Enabled","Not Enabled","Logical Link","Add","Control Plane","No","Not Set","N/A","None","None","Keyed","Core_SGC_JGE-2_PS24x_01-11-18-L3_MCS_1-8_SGC_MTA-2_PS24x_01-11-06-L3_MCS_3-16_100G_9395","","A80389","","g-Core_SGC_JGE-2_PS24x_01-11-18-L3_MCS_1-8_SGC_MTA-2_PS24x_01-11-06-L3_MCS_3-16_100G_9395","User","Thu Oct 13 2022 08:16:01 GMT+0200 (South Africa Standard Time)","","","N/A","50","80","91.25","","BBNS","50.0","","","","","","default ASAP","SGC-JGE-2","SGC-MTA-2","N/A","ASE Disabled","DEFAULT","0","302952"
"Up","Commissioned","ODU4","Core_SGC_JGE-2_PS24x_01-12-18-L2_MCS_1-8_SGC_MTA-2_PS24x_01-12-06-L2_MCS_3-16_100G_9405","Unprotected","SGC-JGE-2","OTUODU4-12-18-2","SGC-MTA-2","OTUODU4-12-6-2","","","","","Minor","Minor","In Service","In Service","Completed","Not Enabled","Not Enabled","Logical Link","Add","Control Plane","No","Not Set","N/A","None","None","Keyed","Core_SGC_JGE-2_PS24x_01-12-18-L2_MCS_1-8_SGC_MTA-2_PS24x_01-12-06-L2_MCS_3-16_100G_9405","","A80394","","g-Core_SGC_JGE-2_PS24x_01-12-18-L2_MCS_1-8_SGC_MTA-2_PS24x_01-12-06-L2_MCS_3-16_100G_9405","User","Thu Oct 13 2022 08:34:07 GMT+0200 (South Africa Standard Time)","","","N/A","50","80","70","","BBNS","50.0","","","","","","default ASAP","SGC-JGE-2","SGC-MTA-2","N/A","ASE Disabled","DEFAULT","0","302994"
"Up","Commissioned","ODU4","Core_SGC_JGE-2_PS24x_01-11-24-L2_MCS_2-8_SGC_MDP-2_PS24x_01-11-18-L4_MCS_1-8_100G_9390","Unprotected","SGC-JGE-2","OTUODU4-11-24-2","SGC-MDP-2","OTUODU4-11-18-4","","","","","Cleared","Minor","In Service","In Service","Completed","Not Enabled","Not Enabled","Logical Link","Add","Control Plane","No","Not Set","N/A","None","None","Keyed","Core_SGC_JGE-2_PS24x_01-11-24-L2_MCS_2-8_SGC_MDP-2_PS24x_01-11-18-L4_MCS_1-8_100G_9390","","A80400","","g-Core_SGC_JGE-2_PS24x_01-11-24-L2_MCS_2-8_SGC_MDP-2_PS24x_01-11-18-L4_MCS_1-8_100G_9390","User","Thu Oct 13 2022 09:09:00 GMT+0200 (South Africa Standard Time)","","","N/A","50","80","91.25","","BBNS","50.0","","","","","","default ASAP","SGC-JGE-2","SGC-MDP-2","N/A","ASE Disabled","DEFAULT","0","303039"
"Up","Commissioned","ODU4","Core_NLD8_POL-TEL_PS36-01-01-04-L1_CWR1-11-CLS6_NLD7_POL-CUBE_PS36-01-01-04-L1_ CWR1-11-CLS3_100G-9405","Unprotected","NLD8-POL-TEL-1","OTUODU4-1-1-4-1","NLD7-POL-CUBE-1","OTUODU4-1-1-4-1","","","","","Cleared","Minor","In Service","In Service","Completed","Not Enabled","Not Enabled","Logical Link","Add","Control Plane","No","Not Set","N/A","None","None","Keyed","Core_NLD8_POL-TEL_PS36-01-01-04-L1_CWR1-11-CLS6_NLD7_POL-CUBE_PS36-01-01-04-L1_ CWR1-11-CLS3_100G-9405","","A80451","","g-Core_NLD8_POL-TEL_PS36-01-01-04-L1_CWR1-11-CLS6_NLD7_POL-CUBE_PS36-01-01-04-L1_ CWR1-11-CLS3_100G-9405","User","Fri Oct 14 2022 16:28:00 GMT+0200 (South Africa Standard Time)","","","N/A","50","80","100","","BBNS","50.0","","","","","","default ASAP","NLD8-POL-TEL-1#OCS","NLD7-POL-CUBE-1#OCS","N/A","ASE Disabled","DEFAULT","0","303289"
"Up","Commissioned","OMS","NLD5-Botrivier-1/IROADM-1-4-LINEOUT WES-SSW-2/IROADM-2-17-LINEIN OMS","Unprotected","NLD5-Botrivier-1","IROADM-1-4-LINEOUT","WES-SSW-2","IROADM-2-17-LINEIN","WES-SSW-2","IROADM-2-17-LINEOUT","NLD5-Botrivier-1","IROADM-1-4-LINEIN","Cleared","Cleared","In Service","In Service","Completed","Not Enabled","Not Enabled","Infrastructure","Add","ASON Logical Link","No","Not Set","N/A","N/A","N/A","N/A","","","A80457","","","System Notify","Mon Oct 17 2022 10:49:14 GMT+0200 (South Africa Standard Time)","C","","N/A","","","","","BBNS","","standard","","","","","default ASAP","NLD5-Botrivier-1","WES-SSW-2","N/A","ASE Disabled","","0","303339"
"Up","Commissioned","OMS","NLD5-GREYTON-1/AM2125B-3-3-LINEOUT NLD5-Botrivier-1/IROADM-1-3-LINEIN OMS","Unprotected","NLD5-GREYTON-1","AM2125B-3-3-LINEOUT","NLD5-Botrivier-1","IROADM-1-3-LINEIN","NLD5-Botrivier-1","IROADM-1-3-LINEOUT","NLD5-GREYTON-1","AM2125B-3-2-LINEIN","Cleared","Cleared","In Service","In Service","Completed","Not Enabled","Not Enabled","Infrastructure","Add","ASON Logical Link","No","Not Set","N/A","N/A","N/A","N/A","","","A80461","","","System Notify","Mon Oct 17 2022 11:17:01 GMT+0200 (South Africa Standard Time)","C","","N/A","","","","","BBNS","","standard","","","","","default ASAP","NLD5-GREYTON-1","NLD5-Botrivier-1","N/A","ASE Disabled","","0","303343"
"Up","Commissioned","ODU4","Core_NLD5_Botrivier-1_PS32_01-1-07-L1_PSC-25_NLD5_Greyton-1_PS32_01-03-14-L1_SFD-30_100G_ 9360","Unprotected","NLD5-Botrivier-1","OTUODU4-1-7-L1","NLD5-GREYTON-1","OTUODU4-3-14-L1","","","","","Cleared","Cleared","In Service","In Service","Completed","Not Enabled","Not Enabled","Logical Link","Add","Control Plane","No","Not Set","N/A","None","None","Keyed","Core_NLD5_Botrivier-1_PS32_01-1-07-L1_PSC-25_NLD5_Greyton-1_PS32_01-03-14-L1_SFD-30_100G_ 9360","","A80471","","g-Core_NLD5_Botrivier-1_PS32_01-1-07-L1_PSC-25_NLD5_Greyton-1_PS32_01-03-14-L1_SFD-30_100G_ 9360","User","Mon Oct 17 2022 12:22:44 GMT+0200 (South Africa Standard Time)","","","N/A","50","80","20","","BBNS","50.0","","","","","","default ASAP","NLD5-Botrivier-1","NLD5-GREYTON-1","N/A","ASE Disabled","DEFAULT","0","303361"
"Down","Commissioned","ODU4","Core_NLD5_Botrivier-1_PS32_01-1-08-L1_PSC-25_WES_SSW-2_PS32_01-02-14-L1_MCS-2-8-AD1_100G_ 9360","Unprotected","NLD5-Botrivier-1","OTUODU4-1-8-L1","WES-SSW-2","OTUODU4-2-14-L1","","","","","Minor","Major","In Service","In Service","Completed","Not Enabled","Not Enabled","Logical Link","Reroute","Control Plane","No","Not Set","N/A","None","None","Keyed","Core_NLD5_Botrivier-1_PS32_01-1-08-L1_PSC-25_WES_SSW-2_PS32_01-02-14-L1_MCS-2-8-AD1_100G_ 9360","","R80519","","g-Core_NLD5_Botrivier-1_PS32_01-1-08-L1_PSC-25_WES_SSW-2_PS32_01-02-14-L1_MCS-2-8-AD1_100G_ 9360","User","Mon Oct 17 2022 14:20:32 GMT+0200 (South Africa Standard Time)","","","N/A","50","80","40","","BBNS","50.0","","","","","","default ASAP","NLD5-Botrivier-1","WES-SSW-2","N/A","ASE Disabled","DEFAULT","0","303492"
"Up","Commissioned","ODU3E2","Core_WES_MT_PS36-1-05-L1_MCS-1-8-AD2_WES_SSW_PS36-1-16-L1-SFD28_9340-40G","Unprotected","WES-MT-2","OTUODU3E2-1-1-5-1","WES-SSW-1","OTUODU3E2-1-1-16-1","","","","","Cleared","Minor","In Service","In Service","Completed","Not Enabled","Not Enabled","Logical Link","Add","Control Plane","No","Not Set","N/A","None","None","Keyed","Core_WES_MT_PS36-1-05-L1_MCS-1-8-AD2_WES_SSW_PS36-1-16-L1-SFD28_9340-40G","","A80667","","g-Core_WES_MT_PS36-1-05-L1_MCS-1-8-AD2_WES_SSW_PS36-1-16-L1-SFD28_9340-40G","User","Wed Oct 19 2022 10:21:39 GMT+0200 (South Africa Standard Time)","","","N/A","50","80","25","","BBNS","50.0","","","","","","default ASAP","WES-MT-2#OCS","WES-SSW-1#OCS","N/A","ASE Disabled","DEFAULT","0","303689"
"Up","Commissioned","ODU4","Core_WES_STB_PS36_1-04-L1_SFD26_WES_CTE_PS64_01-3-01-L1-SFD28_9390-100G","Unprotected","WES-STB-1","OTUODU4-1-1-4-1","WES-CTE-1","OTUODU4-1-3-1-1","","","","","Cleared","Minor","In Service","In Service","Completed","Not Enabled","Not Enabled","Logical Link","Add","Control Plane","No","Not Set","N/A","None","None","Keyed","Core_WES_STB_PS36_1-04-L1_SFD26_WES_CTE_PS64_01-3-01-L1-SFD28_9390-100G","","A80683","","g-Core_WES_STB_PS36_1-04-L1_SFD26_WES_CTE_PS64_1-05-L1-SFD26_9390-100G","User","Wed Oct 19 2022 14:32:03 GMT+0200 (South Africa Standard Time)","","","N/A","50","80","16.25","","BBNS","50.0","","","","","","default ASAP","WES-STB-1#OCS","WES-CTE-1#OCS","N/A","ASE Disabled","DEFAULT","0","303777"
"Up","Commissioned","ODU3E2","Core_WES_STB_PS36_1-19-L1_SFD28_WES_SSW_PS36_2-05-L1-SFD28_9370-40G","Unprotected","WES-STB-1","OTUODU3E2-1-1-19-1","WES-SSW-1","OTUODU3E2-1-2-5-1","","","","","Cleared","Cleared","In Service","In Service","Completed","Not Enabled","Not Enabled","Logical Link","Add","Control Plane","No","Not Set","N/A","None","None","Keyed","Core_WES_STB_PS36_1-19-L1_SFD28_WES_SSW_PS36_2-05-L1-SFD28_9370-40G","","A80691","","g-Core_WES_STB_PS36_1-19-L1_SFD28_WES_SSW_PS36_2-05-L1-SFD28_9370-40G","User","Wed Oct 19 2022 14:52:21 GMT+0200 (South Africa Standard Time)","","","N/A","50","80","34.38","","BBNS","50.0","","","","","","default ASAP","WES-STB-1#OCS","WES-SSW-1#OCS","N/A","ASE Disabled","DEFAULT","0","303884"
"Up","Commissioned","ODU4","Core_EAS-PFR_PS32-01-01-13-L1_SFD30_NLD5-GG_PS32_01-01-13_L1__SFD26_9390","Unprotected","EAS-PFR-1","OTUODU4-3-16-L1","NLD5-GG-1","OTUODU4-1-13-L1","","","","","Cleared","Minor","In Service","In Service","Completed","Not Enabled","Not Enabled","Logical Link","Add","Control Plane","No","Not Set","N/A","None","None","Keyed","Core_EAS-PFR_PS32-01-01-13-L1_SFD30_NLD5-GG_PS32_01-01-13_L1__SFD26_9390","","A80726","","g-Core_EAS-PFR_PS32-01-01-13-L1_SFD30_NLD5-GG_PS32_01-01-13_L1__SFD26_9390","User","Sat Oct 22 2022 17:05:26 GMT+0200 (South Africa Standard Time)","","","N/A","50","80","100","","BBNS","50.0","","","","","","default ASAP","EAS-PFR-1","NLD5-GG-1","N/A","ASE Disabled","DEFAULT","0","304062"
"Up","Commissioned","ODU4","Core_NLD7_NL_PS36_01-02-07-L1_SFD-30_NLD7_TZ_PS36_01-02-06-L1_SFD-28_100G-9360","Unprotected","CEN-NL-1","OTUODU4-1-2-7-1","NLD7-TZ-1","OTUODU4-1-2-6-1","","","","","Cleared","Minor","In Service","In Service","Completed","Not Enabled","Not Enabled","Logical Link","Add","Control Plane","No","Not Set","N/A","None","None","Keyed","Core_NLD7_NL_PS36_01-02-07-L1_SFD-30_NLD7_TZ_PS36_01-02-06-L1_SFD-28_100G-9360","","A80828","","g-Core_NLD7_NL_PS36_01-02-07-L1_SFD-30_NLD7_TZ_PS36_01-02-06-L1_SFD-28_100G-9360","User","Tue Oct 25 2022 13:58:52 GMT+0200 (South Africa Standard Time)","","","N/A","50","80","50","","BBNS","50.0","","","","","","default ASAP","CEN-NL-1#OCS","NLD7-TZ-1#OCS","N/A","ASE Disabled","DEFAULT","0","304275"
"Up","Commissioned","ODU4","Core_NLD5-GG_PS32-01-02-14-L1_SFD28_WES-Terraco_PS32_01-01-15_L1__1-8-AD7_9330","Unprotected","NLD5-GG-1","OTUODU4-2-14-L1","WES-Terraco-2","OTUODU4-1-15-L1","","","","","Cleared","Minor","In Service","In Service","Completed","Not Enabled","Not Enabled","Logical Link","Add","Control Plane","No","Not Set","N/A","None","None","Keyed","Core_NLD5-GG_PS32-01-02-14-L1_SFD28_WES-Terraco_PS32_01-01-15_L1__1-8-AD7_9330","","A80959","","g-NLD5-GG-1/OTUODU4-2-14-L1 WES-Terraco-2/OTUODU4-1-15-L1 ODU4","User","Sat Oct 29 2022 14:57:01 GMT+0200 (South Africa Standard Time)","","","N/A","50","80","100","","BBNS","50.0","","","","","","default ASAP","NLD5-GG-1","WES-Terraco-2","N/A","ASE Disabled","DEFAULT","0","304572"
"Up","Commissioned","ODU4","Core_SGC_MTA-2_PS24x_01-11-12-L4_MCS_4-15_SGC_RN-2_PS36_01-01-02_MCS_1-8_100G_9360","Unprotected","SGC-MTA-2","OTUODU4-11-12-4","SGC-RN-2","OTUODU4-1-1-2-1","","","","","Cleared","Minor","In Service","In Service","Completed","Not Enabled","Not Enabled","Logical Link","Add","Control Plane","No","Not Set","N/A","None","None","Keyed","Core_SGC_MTA-2_PS24x_01-11-12-L4_MCS_4-15_SGC_RN-2_PS36_01-01-02_MCS_1-8_100G_9360","","A80969","","g-Core_SGC_MTA-2_PS24x_01-11-12-L4_MCS_4-15_SGC_RN-2_PS36_01-01-02_MCS_1-8_100G_9360","User","Mon Oct 31 2022 13:26:06 GMT+0200 (South Africa Standard Time)","","","N/A","50","80","20","","BBNS","50.0","","","","","","default ASAP","SGC-MTA-2","SGC-RN-2#OCS","N/A","ASE Disabled","DEFAULT","0","304700"
"Up","Commissioned","ODU4","Core_NGA_PRO-2_PS24x_01-12-22-L4_4-16-AD1_SGA_JFL-2_PS24x_01-12-22-L3_2-11-AD13_100G-9465","Unprotected","NGA-PRO-2","OTUODU4-12-22-4","SGS-JFL-2","OTUODU4-12-22-3","","","","","Cleared","Minor","In Service","In Service","Completed","Not Enabled","Not Enabled","Logical Link","Add","Control Plane","No","Not Set","N/A","None","None","Keyed","Core_NGA_PRO-2_PS24x_01-12-22-L4_4-16-AD1_SGA_JFL-2_PS24x_01-12-22-L3_2-11-AD13_100G-9465","","A81071","","g-Core_NGA_PRO-2_PS24x_01-12-22-L4_4-16-AD1_SGA_JFL-2_PS24x_01-12-22-L3_2-11-AD13_100G-9465","User","Tue Nov 01 2022 15:26:29 GMT+0200 (South Africa Standard Time)","","","N/A","50","80","100","","BBNS","50.0","","","","","","default ASAP","NGA-PRO-2","SGS-JFL-2","N/A","ASE Disabled","DEFAULT","0","305060"
"Up","Commissioned","ODU4","Core_SGC_RN-2_PS36_01-01-03_MCS_2-8_SGC_RS-2_PS36_01-01-03_MCS_1-8_100G_9375","Unprotected","SGC-RN-2","OTUODU4-1-1-3-1","SGC-RS-2","OTUODU4-1-1-3-1","","","","","Cleared","Cleared","In Service","In Service","Completed","Not Enabled","Not Enabled","Logical Link","Reroute","Control Plane","No","Not Set","N/A","None","None","Keyed","Core_SGC_RN-2_PS36_01-01-03_MCS_2-8_SGC_RS-2_PS36_01-01-03_MCS_1-8_100G_9375","","R81090","","g-Core_SGC_RN-2_PS36_01-01-03_MCS_2-8_SGC_RS-2_PS36_01-01-03_MCS_1-8_100G_9375","User","Tue Nov 01 2022 21:42:27 GMT+0200 (South Africa Standard Time)","","","N/A","50","80","20","","BBNS","50.0","","","","","","default ASAP","SGC-RN-2#OCS","SGC-RS-2#OCS","N/A","ASE Disabled","DEFAULT","0","305207"
"Up","Commissioned","ODU4","Core_NGA_PRO-2_PS24x_01-12-22-L3_4-16-AD2_DFA_ER_PS36_01-02-18-L1_SFD-26_100G_9410","Unprotected","NGA-PRO-2","OTUODU4-12-27-3","DFA-ER-1","OTUODU4-1-2-18-1","","","","","Minor","Minor","In Service","In Service","Completed","Not Enabled","Not Enabled","Logical Link","Add","Control Plane","No","Not Set","N/A","None","None","Keyed","Core_NGA_PRO-2_PS24x_01-12-22-L3_4-16-AD2_DFA_ER_PS36_01-02-18-L1_SFD-26_100G_9410","","A81128","","g-Core_NGA_PRO-2_PS24x_01-12-22-L3_4-16-AD2_DFA_ER_PS36_01-02-02-18_SFD-26_100G_9410","User","Wed Nov 02 2022 13:29:15 GMT+0200 (South Africa Standard Time)","","","N/A","50","80","30","","BBNS","50.0","","","","","","default ASAP","NGA-PRO-2","DFA-ER-1#OCS","N/A","ASE Disabled","DEFAULT","0","305603"
"Up","Commissioned","ODU4","Core_NGA_PRO-2_PS24x_01-12-28-L4_3-16-AD1_SGS_JFL-2_PS24x_01-12-28-L3_1-11-AD13_100G-9465","Unprotected","NGA-PRO-2","OTUODU4-12-28-4","SGS-JFL-2","OTUODU4-12-28-3","","","","","Cleared","Minor","In Service","In Service","Completed","Not Enabled","Not Enabled","Logical Link","Reroute","Control Plane","No","Not Set","N/A","None","None","Keyed","Core_NGA_PRO-2_PS24x_01-12-28-L4_3-16-AD1_SGS_JFL-2_PS24x_01-12-28-L3_1-11-AD13_100G-9465","","R81136","","g-Core_NGA_PRO-2_PS24x_01-12-28-L4_3-16-AD1_SGS_JFL-2_PS24x_01-12-28-L3_1-11-AD13_100G-9465","User","Wed Nov 02 2022 14:03:58 GMT+0200 (South Africa Standard Time)","","","N/A","50","80","0","","BBNS","50.0","","","","","","default ASAP","NGA-PRO-2","SGS-JFL-2","N/A","ASE Disabled","DEFAULT","0","305713"
"Up","Commissioned","ODU4","Core_NGA_PRO-2_PS24x_01-11-27-L1_3-15-AD4_DFA_ER_PS36_01-01-19-L1_SFD-28_100G_9340","Unprotected","NGA-PRO-2","OTUODU4-11-27-1","DFA-ER-1","OTUODU4-1-1-19-1","","","","","Minor","Minor","In Service","In Service","Completed","Not Enabled","Not Enabled","Logical Link","Add","Control Plane","No","Not Set","N/A","None","None","Keyed","Core_NGA_PRO-2_PS24x_01-11-27-L1_3-15-AD4_DFA_ER_PS36_01-01-19-L1_SFD-28_100G_9340","","A81161","","g-Core_NGA_PRO-2_PS24x_01-11-27-L1_3-15-AD4_DFA_ER_PS36_01-01-19-L1_SFD-28_100G_9340","User","Wed Nov 02 2022 15:49:38 GMT+0200 (South Africa Standard Time)","","","N/A","50","80","100","","BBNS","50.0","","","","","","default ASAP","NGA-PRO-2","DFA-ER-1#OCS","N/A","ASE Disabled","DEFAULT","0","305801"
"Up","Commissioned","ODU4","Core_WES_FSDC-2_PS24x_01-11-21-L1_MCS1-11-AD4_WES_CTE-2_PS24x_01-11-21-L1_MCS2-8AD15_100G_9400","Unprotected","WES-FSDC-2","OTUODU4-11-21-1","WES-CTE-2","OTUODU4-11-21-1","","","","","Cleared","Cleared","In Service","In Service","Completed","Not Enabled","Not Enabled","Logical Link","Add","Control Plane","No","Not Set","N/A","None","None","Keyed","Core_WES_FSDC-2_PS24x_01-11-21-L1_MCS1-11-AD4_WES_CTE-2_PS24x_01-11-21-L1_MCS2-8AD15_100G_9400","","A81180","","g-Core_WES_FSDC-2_PS24x_01-11-21-L1_MCS1-11-AD4_WES_CTE-2_PS24x_01-11-21-L1_MCS2-8AD15_100G_9400","User","Wed Nov 02 2022 17:01:09 GMT+0200 (South Africa Standard Time)","","","N/A","50","80","100","","BBNS","50.0","","","","","","default ASAP","WES-FSDC-2","WES-CTE-2","N/A","ASE Disabled","DEFAULT","0","305946"
"Up","Commissioned","ODU4","Core_NGA_PRO-2_PS24x_01-12-22-L2_3-15-AD3_NLD7_TZ_PS36_01-02-02-07_SFD-26_100G_9380","Unprotected","NGA-PRO-2","OTUODU4-12-22-2","NLD7-TZ-1","OTUODU4-1-2-7-1","","","","","Cleared","Minor","In Service","In Service","Completed","Not Enabled","Not Enabled","Logical Link","Add","Control Plane","No","Not Set","N/A","None","None","Keyed","Core_NGA_PRO-2_PS24x_01-12-22-L2_3-15-AD3_NLD7_TZ_PS36_01-02-02-07_SFD-26_100G_9380","","A81212","","g-Core_NGA_PRO-2_PS24x_01-12-22-L2_3-15-AD3_NLD7_TZ_PS36_01-02-02-07_SFD-26_100G_9380","User","Thu Nov 03 2022 09:06:33 GMT+0200 (South Africa Standard Time)","","","N/A","50","80","80","","BBNS","50.0","","","","","","default ASAP","NGA-PRO-2","NLD7-TZ-1#OCS","N/A","ASE Disabled","DEFAULT","0","306023"
