"Operational State","Connection State","Rate","Name","Protection","From Node #1","From Port #1","To Node #1","To Port #1","From Node #2","From Port #2","To Node #2","To Port #2","PM 15M","PM 24H","Connection Type","Deploy Type","Category","Alarm Status","Server Alarm Status","Service State","OLC State","Implementation Status","Allow ASON Resources","ASAP","Alias","Alias 2","Order Number","Customer","Group Order Name","Created Date","Enable NIM","Latest Note","NPA Name","Channel Width","Actual Latency - WORK (microsec)","Actual Latency - PROTECT(microsec)","Latency Status","Latency Timestamp","Reservation","Reservation Expiry Date","Test Status","BER Measurement Result","TCM Enabled","TCM ASAP Enabled","Wave Key","NML ASAP","From NE #1","To NE #1","ASE Control Mode","Order ID"
"Up","Commissioned","1GbE","KZN_DNE_PS64_01-03-12-10_KZN_RV_PS36_01-02-12-06_1G_1","SNC-N Server Protected","KZN-DNE-PSS-1","GBE-1-3-12-10","KZN-RV-PSS-1","GBE-1-2-12-6","","","","","Not Enabled","Started","Path","Add","Managed Plane","Cleared","Minor","Automatic In Service","In Service","Completed","No","Not Set","MTN Bitstream_FTTx_Protection_SO026110_Link2","A61209","A61209","","g-KZN_DNE_PS64_01-03-12-10_KZN_RV_PS36_01-02-12-06_1G_1","Fri Aug 20 2021 00:01:28 GMT+0200 (South Africa Standard Time)","N/A","","BBNS","","0","0","NOT COMPUTED","Invalid Date","N/A","","None","","None","None","N/A","default ASAP","KZN-DNE-PSS-1#OCS","KZN-RV-PSS-1#OCS","NA","207968"
"Up","Commissioned","STM-16","NGA_PPQ-2_PS24x_01-11-06-05_NGA_PSI-2_PS64_01-01-07-02_STM16_1","Unprotected","NGA-PPQ-2","20AN80-11-6-5","NGA-PSI-2","STM16-1-1-7-2","","","","","Started","Started","Path","Add","Managed Plane","Minor","Cleared","In Service","In Service","Completed","No","Not Set","TID261007_NGA-PSI 6350-3 TO PPQ 6350-3 STM16/1 A7253 (VIA ALU)","A61213","A61213","","g-NGA_PPQ-2_PS24x_01-11-06-05_NGA_PSI-2_PS64_01-01-07-02_STM16_1","Fri Aug 20 2021 00:05:23 GMT+0200 (South Africa Standard Time)","N/A","","BBNS","","0","0","DMF","","N/A","","None","","None","None","N/A","default ASAP","NGA-PPQ-2","NGA-PSI-2#OCS","NA","208023"
"Up","Commissioned","STM-16","NGA_PPQ-2_PS24x_01-12-06-09_NGA_PSI-2_PS64_01-01-46-01_STM16_1","Unprotected","NGA-PPQ-2","20AN80-12-6-9","NGA-PSI-2","STM16-1-1-46-1","","","","","Started","Started","Path","Add","Managed Plane","Cleared","Cleared","Automatic In Service","In Service","Completed","No","Not Set","NGA_PPQ-2_PS24x_01-12-06-09_NGA_PSI-2_PS64_01-01-46-01_STM16_1","A61216","A61216","","g-NGA_PPQ-2_PS24x_01-12-06-09_NGA_PSI-2_PS64_01-01-46-01_STM16_1","Fri Aug 20 2021 00:08:50 GMT+0200 (South Africa Standard Time)","N/A","","BBNS","","0","0","DMF","","N/A","","None","","None","None","N/A","default ASAP","NGA-PPQ-2","NGA-PSI-2#OCS","NA","208037"
"Up","Commissioned","STM-16","NGA_PPQ-2_PS24x_01-12-06-11_NGA_PSI-2_PS64_01-01-46-02_STM16_1","Unprotected","NGA-PPQ-2","20AN80-12-6-11","NGA-PSI-2","STM16-1-1-46-2","","","","","Started","Started","Path","Add","Managed Plane","Cleared","Cleared","In Service","In Service","Completed","No","Not Set","TID261027_NGA-PSI 6350-4 TO PPQ 6350-4 STM16/1 A7261  (VIA ALU)","A61225","A61225","","g-NGA_PPQ-2_PS24x_01-12-06-11_NGA_PSI-2_PS64_01-01-46-02_STM16_1","Fri Aug 20 2021 00:22:17 GMT+0200 (South Africa Standard Time)","N/A","","BBNS","","0","0","DMF","","N/A","","None","","None","None","N/A","default ASAP","NGA-PPQ-2","NGA-PSI-2#OCS","NA","208062"
"Up","Commissioned","STM-16","NGA_PPQ-2_PS24x_01-12-06-13_NGA_PSI-2_PS64_01-01-46-03_STM16_1","Unprotected","NGA-PPQ-2","20AN80-12-6-13","NGA-PSI-2","STM16-1-1-46-3","","","","","Started","Started","Path","Add","Managed Plane","Cleared","Cleared","Automatic In Service","In Service","Completed","No","Not Set","NGA_PPQ-2_PS24x_01-12-06-13_NGA_PSI-2_PS64_01-01-46-03_STM16_1","A61229","A61229","","g-NGA_PPQ-2_PS24x_01-12-06-13_NGA_PSI-2_PS64_01-01-46-03_STM16_1","Fri Aug 20 2021 00:24:35 GMT+0200 (South Africa Standard Time)","N/A","","BBNS","","0","0","DMF","","N/A","","None","","None","None","N/A","default ASAP","NGA-PPQ-2","NGA-PSI-2#OCS","NA","208076"
"Up","Commissioned","STM-16","NGA_PPQ-2_PS24x_01-12-06-15_NGA_PSI-2_PS64_01-01-46-04_STM16_1","Unprotected","NGA-PPQ-2","20AN80-12-6-15","NGA-PSI-2","STM16-1-1-46-4","","","","","Started","Started","Path","Add","Managed Plane","Cleared","Cleared","In Service","In Service","Completed","No","Not Set","TID261005_NGA-PSI 6350-4 TO PPQ 6350-4 STM16/2 A7269 (VIA ALU)","A61234","A61234","","g-NGA_PPQ-2_PS24x_01-12-06-15_NGA_PSI-2_PS64_01-01-46-04_STM16_1","Fri Aug 20 2021 00:26:28 GMT+0200 (South Africa Standard Time)","N/A","","BBNS","","0","0","DMF","","N/A","","None","","None","None","N/A","default ASAP","NGA-PPQ-2","NGA-PSI-2#OCS","NA","208090"
"Up","Commissioned","10GbE","NLD5_SW_PS36_01-01-20-01_WES_CTE_PS64_01-01-11-03_10G_1","SNC-N Server Protected","NLD5-SW-1","GBE10-1-1-20-1","WES-CTE-1","GBE10-1-1-11-3","","","","","Started","Started","Path","Add","Managed Plane","Cleared","Minor","In Service","In Service","Completed","No","Not Set","TID:901722_WES_CTE 8665-2POC2_Swellendam_8660-1_10G_1_IP/MPLS","A61295","A61295","","g-NLD5_SW_PS36_01-01-20-01_WES_CTE_PS64_01-01-11-03_10G_1","Fri Aug 20 2021 17:01:56 GMT+0200 (South Africa Standard Time)","N/A","","BBNS","","0","0","DMF","","N/A","","None","","None","None","N/A","default ASAP","NLD5-SW-1#OCS","WES-CTE-1#OCS","NA","208240"
"Up","Commissioned","10GbE","SGC-MTA-2_PS24X_01-12-01-12_SGS-JFL-2_PS24X_01-12-01-12_10GE","SNC-N Server Protected","SGC-MTA-2","30AN300-12-1-12","SGS-JFL-2","30AN300-12-1-12","","","","","Not Enabled","Started","Path","Add","Managed Plane","Cleared","Minor","In Service","In Service","Completed","No","Not Set","VB_FTTX_Metro_Fibre_Networks_Link2_MFN","A61389","A61389","","g-SGC-MTA-2_PS24X_01-12-01-12_SGS-JFL-2_PS24X_01-12-01-12_10GE","Mon Aug 23 2021 12:07:18 GMT+0200 (South Africa Standard Time)","N/A","","BBNS","","0","0","NOTAVAILABLE","","N/A","","None","","None","None","N/A","default ASAP","SGC-MTA-2","SGS-JFL-2","NA","208476"
"Up","Commissioned","STM-16","NGA_PRO-2_PS64_01-01-07-03_NGA_PSI-2_PS64_01-01-07-03_STM16_1","Unprotected","NGA-PRO-2","STM16-1-1-7-3","NGA-PSI-2","STM16-1-1-7-3","","","","","Started","Started","Path","Add","Managed Plane","Cleared","Minor","In Service","In Service","Completed","No","Not Set","TID9602_NGA-PSI 6350-1 TO PRO 6350-1 STM16/1 A7954 (VIA ALU)","A61446","A61446","","g-NGA_PRO-2_PS64_01-01-07-03_NGA_PSI-2_PS64_01-01-07-03_STM16_1","Mon Aug 23 2021 23:22:27 GMT+0200 (South Africa Standard Time)","N/A","","BBNS","","0","0","NOT COMPUTED","Invalid Date","N/A","","None","","None","None","N/A","default ASAP","NGA-PRO-2#OCS","NGA-PSI-2#OCS","NA","208589"
"Up","Commissioned","STM-16","NGA_PRO-2_PS64_01-01-07-04_NGA_PSI-2_PS64_01-01-07-04_STM16_1","Unprotected","NGA-PRO-2","STM16-1-1-7-4","NGA-PSI-2","STM16-1-1-7-4","","","","","Started","Started","Path","Add","Managed Plane","Cleared","Minor","In Service","In Service","Completed","No","Not Set","TID260888_NGA-PSI 6350-3 TO PRO 6350-3 STM16/1 A7958  (VIA ALU)","A61449","A61449","","g-NGA_PRO-2_PS64_01-01-07-04_NGA_PSI-2_PS64_01-01-07-04_STM16_1","Mon Aug 23 2021 23:24:40 GMT+0200 (South Africa Standard Time)","N/A","","BBNS","","0","0","NOT COMPUTED","Invalid Date","N/A","","None","","None","None","N/A","default ASAP","NGA-PRO-2#OCS","NGA-PSI-2#OCS","NA","208601"
"Up","Commissioned","STM-16","NGA_PRO-2_PS64_01-01-07-05_NGA_PSI-2_PS64_01-01-07-05_STM16_1","Unprotected","NGA-PRO-2","STM16-1-1-7-5","NGA-PSI-2","STM16-1-1-7-5","","","","","Started","Started","Path","Add","Managed Plane","Cleared","Minor","Out Of Service","In Service","Completed","No","Not Set","TID260891_NGA-PSI 6350-3 TO PRO 6350-3 STM16/2 A4270  (VIA ALU)","A61455","A61455","","g-NGA_PRO-2_PS64_01-01-07-05_NGA_PSI-2_PS64_01-01-07-05_STM16_1","Mon Aug 23 2021 23:27:45 GMT+0200 (South Africa Standard Time)","N/A","","BBNS","","0","0","NOT COMPUTED","Invalid Date","N/A","","None","","None","None","N/A","default ASAP","NGA-PRO-2#OCS","NGA-PSI-2#OCS","NA","208617"
"Up","Commissioned","STM-16","NGA_PRO-2_PS64_01-01-07-01_NGA_PCE-1_PS36_01-01-12-12_STM16_1","Unprotected","NGA-PRO-2","STM16-1-1-7-1","NGA-PCE-1","STM16-1-1-12-12","","","","","Started","Started","Path","Add","Managed Plane","Cleared","Minor","In Service","In Service","Completed","No","Not Set","TID254974_NGA-CEN 6350-1 TO PRO 6350-1 STM16/1 A7173 (VIA ALU)","A61458","A61458","","g-NGA_PRO-2_PS64_01-01-07-01_NGA_PCE-1_PS36_01-01-12-12_STM16_1","Mon Aug 23 2021 23:31:43 GMT+0200 (South Africa Standard Time)","N/A","","BBNS","","0","0","NOT COMPUTED","Invalid Date","N/A","","None","","None","None","N/A","default ASAP","NGA-PRO-2#OCS","NGA-PCE-1#OCS","NA","208625"
"Up","Commissioned","STM-16","NGA_PRO-2_PS64_01-01-07-06_NGA_PCE-1_PS36_01-01-12-14_STM16_1","SNC-N Server Protected","NGA-PRO-2","STM16-1-1-7-6","NGA-PCE-1","STM16-1-1-12-14","","","","","Started","Started","Path","Add","Managed Plane","Cleared","Minor","In Service","In Service","Completed","No","Not Set","TID260826_NGA-CEN 6350-1 TO PRO 6350-1 STM16/2 A7177 (VIA ALU)","A61461","A61461","","g-NGA_PRO-2_PS64_01-01-07-06_NGA_PCE-1_PS36_01-01-12-14_STM16_1","Mon Aug 23 2021 23:41:34 GMT+0200 (South Africa Standard Time)","N/A","","BBNS","","0","0","NOT COMPUTED","Invalid Date","N/A","","None","","None","None","N/A","default ASAP","NGA-PRO-2#OCS","NGA-PCE-1#OCS","NA","208633"
"Up","Commissioned","10GbE","SGC-MTA-2_PS24X_01-12-01-13_SGS-JFL-2_PS24X_01-12-01-13_10GE","SNC-N Server Protected","SGC-MTA-2","30AN300-12-1-13","SGS-JFL-2","30AN300-12-1-13","","","","","Not Enabled","Started","Path","Add","Managed Plane","Cleared","Minor","Out Of Service","In Service","Completed","No","Not Set","VB_FTTX_Metro_Fibre_Networks_Link3_MFN(To be recovered)","A61485","A61485","","g-SGC-MTA-2_PS24X_01-12-01-13_SGS-JFL-2_PS24X_01-12-01-13_10GE","Tue Aug 24 2021 00:22:24 GMT+0200 (South Africa Standard Time)","N/A","","BBNS","","0","0","NOTAVAILABLE","","N/A","","None","","None","None","N/A","default ASAP","SGC-MTA-2","SGS-JFL-2","NA","208705"
"Up","Commissioned","10GbE","SGC-MTA-2_PS24X_01-12-01-11_SGS-JFL-2_PS24X_01-12-01-11_10GE","SNC-N Server Protected","SGC-MTA-2","30AN300-12-1-11","SGS-JFL-2","30AN300-12-1-11","","","","","Not Enabled","Started","Path","Add","Managed Plane","Cleared","Minor","In Service","In Service","Completed","No","Not Set","VB_FTTX_Metro_Fibre_Networks_Link1_MFN","A61491","A61491","","g-SGC-MTA-2_PS24X_01-12-01-11_SGS-JFL-2_PS24X_01-12-01-11_10GE","Tue Aug 24 2021 00:36:53 GMT+0200 (South Africa Standard Time)","N/A","","BBNS","","0","0","NOTAVAILABLE","","N/A","","None","","None","None","N/A","default ASAP","SGC-MTA-2","SGS-JFL-2","NA","208712"
"Up","Commissioned","10GbE","NLD5_KN_PS36_01-01-20-01_WES_CTE_PS64_01-01-14-01_10G_1","SNC-N Server Protected","NLD5-KN-1","GBE10-1-1-20-1","WES-CTE-1","GBE10-1-1-14-1","","","","","Started","Started","Path","Add","Managed Plane","Cleared","Minor","In Service","In Service","Completed","No","Not Set","TID:899780_NAT_Knysna  8660-1_CTE 8665-1POC1_10G_1_IP/MPLS","A61505","A61505","","g-NLD5_KN_PS36_01-01-20-01_WES_CTE_PS64_01-01-14-01_10G_1","Tue Aug 24 2021 08:50:31 GMT+0200 (South Africa Standard Time)","N/A","","BBNS","","0","0","DMF","","N/A","","None","","None","None","N/A","default ASAP","NLD5-KN-1#OCS","WES-CTE-1#OCS","NA","208716"
"Up","Commissioned","10GbE","NLD5_GG_PS36_01-01-20-01_WES_CTE_PS64_01-01-14-02_10G_1","SNC-N Server Protected","NLD5-GG-1","GBE10-1-1-20-1","WES-CTE-1","GBE10-1-1-14-2","","","","","Started","Started","Path","Add","Managed Plane","Cleared","Minor","In Service","In Service","Completed","No","Not Set","TID:899785_NAT_George 8665-1POC2_CTE 8665-1POC1_20G LAG_with A61517_ IP/MPLS","A61512","A61512","","g-NLD5_GG_PS36_01-01-20-01_WES_CTE_PS64_01-01-14-02_10G_1","Tue Aug 24 2021 09:40:27 GMT+0200 (South Africa Standard Time)","N/A","","BBNS","","0","0","DMF","","N/A","","None","","None","None","N/A","default ASAP","NLD5-GG-1#OCS","WES-CTE-1#OCS","NA","208763"
"Up","Commissioned","10GbE","NLD5_GG_PS36_01-01-20-02_WES_CTE_PS64_01-01-47-10_10G_2","SNC-N Server Protected","NLD5-GG-1","GBE10-1-1-20-2","WES-CTE-1","GBE10-1-1-47-10","","","","","Started","Started","Path","Add","Managed Plane","Cleared","Minor","In Service","In Service","Completed","No","Not Set","TID:899785_NAT_George 8665-1POC2_CTE 8665-1POC1_20G LAG_with A61512_ IP/MPLS","A61517","A61517","","g-NLD5_GG_PS36_01-01-20-02_WES_CTE_PS64_01-01-47-10_10G_2","Tue Aug 24 2021 11:49:22 GMT+0200 (South Africa Standard Time)","N/A","","BBNS","","0","0","DMF","","N/A","","None","","None","None","N/A","default ASAP","NLD5-GG-1#OCS","WES-CTE-1#OCS","NA","208793"
"Up","Commissioned","10GbE","SGC-TERACO-2_PS24X_01-12-01-8_SGS-JFL-2_PS24X_01-12-01-8_10GE","SNC-N Server Protected","SGC-Teraco-2","30AN300-12-1-8","SGS-JFL-2","30AN300-12-1-8","","","","","Not Enabled","Started","Path","Add","Managed Plane","Cleared","Minor","In Service","In Service","Completed","No","Not Set","VB_FTTX_AEX_TERACO_to_JFL_LINK#2_(SO123056)_10GE-1","A61616","A61616","","g-SGC-TERACO-2_PS24X_01-12-01-8_SGS-JFL-2_PS24X_01-12-01-8_10GE","Tue Aug 24 2021 14:20:16 GMT+0200 (South Africa Standard Time)","N/A","","BBNS","","0","0","NOTAVAILABLE","","N/A","","None","","None","None","N/A","default ASAP","SGC-Teraco-2","SGS-JFL-2","NA","208946"
"Up","Commissioned","10GbE","SGC-TERACO-2_PS24X_01-11-01-8_SGS-MTA-2_PS24X_01-11-01-8_10GE","SNC-N Server Protected","SGC-Teraco-2","30AN300-11-1-8","SGC-MTA-2","30AN300-11-1-8","","","","","Not Enabled","Started","Path","Add","Managed Plane","Cleared","Minor","In Service","In Service","Completed","No","Not Set","VB_FTTX_AEX_TERACO_to_JFL_LINK#2_(SO123058)_10GE-1","A61619","A61619","","g-SGC-TERACO-2_PS24X_01-11-01-8_SGS-MTA-2_PS24X_01-11-01-8_10GE","Tue Aug 24 2021 14:29:55 GMT+0200 (South Africa Standard Time)","N/A","","BBNS","","0","0","NOTAVAILABLE","","N/A","","None","","None","None","N/A","default ASAP","SGC-Teraco-2","SGC-MTA-2","NA","208950"
"Up","Commissioned","10GbE","NLD5_GR_PS36_01-01-20-03_EAS_PLI_PS36_01-01-20-07_10G_1","SNC-N Server Protected","NLD5-GR-1","GBE10-1-1-20-3","EAS-PLI-1","GBE10-1-1-20-7","","","","","Started","Started","Path","Add","Managed Plane","Cleared","Minor","In Service","In Service","Completed","No","Not Set","TID:435990&TID:857900_EAS_Grahamstown 8660-2_PLI 8665-1 POC1_10G_1_IP/MPLS","A61785","A61785","","g-NLD5_GR_PS36_01-01-20-03_EAS_PLI_PS36_01-01-20-07_10G_1","Thu Aug 26 2021 09:45:56 GMT+0200 (South Africa Standard Time)","N/A","","BBNS","","0","0","NOT SUPPORTED","","N/A","","None","","None","None","N/A","default ASAP","NLD5-GR-1#OCS","EAS-PLI-1#OCS","NA","209434"
"Up","Commissioned","10GbE","SGS_JME_PS64_01-02-14-10_SGS_SP_PS36_01-02-20-10_10G_1","SNC-N Server Protected","SGS-SP-1","GBE10-1-2-20-10","SGS-JME-1","GBE10-1-2-14-10","","","","","Not Enabled","Started","Path","Add","Managed Plane","Cleared","Minor","In Service","In Service","Completed","No","Not Set","10060_SP_ABR-JME_ASBR-10G-BEP1.0-Link4","A61790","A61790","","g-SGS_JME_PS64_01-02-14-10_SGS_SP_PS36_01-02-20-10_10G_1","Thu Aug 26 2021 16:31:28 GMT+0200 (South Africa Standard Time)","N/A","","BBNS","","0","0","NOT SUPPORTED","","N/A","","None","","None","None","N/A","default ASAP","SGS-SP-1#OCS","SGS-JME-1#OCS","NA","209464"
"Up","Commissioned","10GbE","SGC_JGE_PS64_01-01-15-10_SGS_SP_PS36_01-01-20-10_10G_1","Unprotected","SGS-SP-1","GBE10-1-1-20-10","SGC-JGE-1","GBE10-1-1-15-10","","","","","Not Enabled","Started","Path","Add","Managed Plane","Cleared","Minor","Automatic In Service","In Service","Completed","No","Not Set","SP-JGE_Link2","A61795","A61795","","g-SGC_JGE_PS64_01-01-15-10_SGS_SP_PS36_01-01-20-10_10G_1","Thu Aug 26 2021 16:41:34 GMT+0200 (South Africa Standard Time)","N/A","","BBNS","","0","0","NOT SUPPORTED","","N/A","","None","","None","None","N/A","default ASAP","SGS-SP-1#OCS","SGC-JGE-1#OCS","NA","209477"
"Up","Commissioned","1GbE","SGC_JFL_PS64_01-01-47-01_SGC_Teraco_PS36_01-01-12-14_1G_1","SNC-N Server Protected","SGS-JFL-1","GBE-1-1-47-1","SGC-Teraco-1","GBE-1-1-12-14","","","","","Not Enabled","Stopped","Path","Add","Managed Plane","Cleared","Minor","In Service","In Service","Completed","No","Not Set","VB FTTX WEB_AFRICA Teraco Isando to JFL (SO126088) 1GE ","A61894","A61894","","g-SGC_JFL_PS64_01-01-47-01_SGC_Teraco_PS36_01-01-12-14_1G_1","Mon Aug 30 2021 11:18:14 GMT+0200 (South Africa Standard Time)","N/A","","BBNS","","0","0","NOT COMPUTED","Invalid Date","N/A","","None","","None","None","N/A","default ASAP","SGS-JFL-1#OCS","SGC-Teraco-1#OCS","NA","209977"
"Up","Commissioned","1GbE","NLD5_HM_PS36_01-01-12-01_WES_CTE_PS64_01-01-16-06_1G_1","SNC-N Server Protected","NLD5-HM-1","GBE-1-1-12-1","WES-CTE-1","GBE-1-1-16-6","","","","","Started","Started","Path","Add","Managed Plane","Cleared","Minor","In Service","In Service","Completed","No","Not Set","TID:896639_NAT_Humansdorp_8660-1_CTE_8665-2POC2_VDC_1G_ETH_1_Sum 510_IP/MPLS_CORE","A61940","A61940","","g-NLD5_HM_PS36_01-01-12-01_WES_CTE_PS64_01-01-16-06_1G_1","Tue Aug 31 2021 10:48:11 GMT+0200 (South Africa Standard Time)","N/A","","BBNS","","0","0","DMF","","N/A","","None","","None","None","N/A","default ASAP","NLD5-HM-1#OCS","WES-CTE-1#OCS","NA","210143"
"Up","Commissioned","1GbE","NLD5_KN_PS36_01-01-12-01_WES_CTE_PS64_01-01-16-05_1G_1","SNC-N Server Protected","NLD5-KN-1","GBE-1-1-12-1","WES-CTE-1","GBE-1-1-16-5","","","","","Started","Started","Path","Add","Managed Plane","Cleared","Minor","In Service","In Service","Completed","No","Not Set","TID:896868_NAT_Knysna_8660-1_CTE_8665-2POC2_VDC_1G_ETH_1_Sum 511_IP/MPLS_CORE","A61987","A61987","","g-NLD5_KN_PS36_01-01-12-01_WES_CTE_PS64_01-01-16-05_1G_1","Wed Sep 01 2021 09:08:02 GMT+0200 (South Africa Standard Time)","N/A","","BBNS","","0","0","DMF","","N/A","","None","","None","None","N/A","default ASAP","NLD5-KN-1#OCS","WES-CTE-1#OCS","NA","210233"
"Up","Commissioned","1GbE","NLD5_GG_PS36_01-01-12-01_WES_CTE_PS64_01-01-15-16_1G_1","SNC-N Server Protected","NLD5-GG-1","GBE-1-1-12-1","WES-CTE-1","GBE-1-1-15-16","","","","","Started","Started","Path","Add","Managed Plane","Cleared","Minor","In Service","In Service","Completed","No","Not Set","TID:900278_NAT_George_8665-1POC2_CTE 8665-2POC2_VDC_1G_ETH_1_IP/MPLS_CORE","A61992","A61992","","g-NLD5_GG_PS36_01-01-12-01_WES_CTE_PS64_01-01-15-16_1G_1","Wed Sep 01 2021 09:43:11 GMT+0200 (South Africa Standard Time)","N/A","","BBNS","","0","0","DMF","","N/A","","None","","None","None","N/A","default ASAP","NLD5-GG-1#OCS","WES-CTE-1#OCS","NA","210263"
"Up","Commissioned","1GbE","NLD5_SW_PS36_01-01-12-01_WES_CTE_PS64_01-01-16-01_1G_1","SNC-N Server Protected","NLD5-SW-1","GBE-1-1-12-1","WES-CTE-1","GBE-1-1-16-1","","","","","Started","Started","Path","Add","Managed Plane","Cleared","Minor","In Service","In Service","Completed","No","Not Set","TID:897358_WES_CTE_8665-2POC2_Swellendam_8660-1_VDC_1G_ETH_1_IP/MPLS_CORE","A61997","A61997","","g-NLD5_SW_PS36_01-01-12-01_WES_CTE_PS64_01-01-16-01_1G_1","Wed Sep 01 2021 10:06:36 GMT+0200 (South Africa Standard Time)","N/A","","BBNS","","0","0","DMF","","N/A","","None","","None","None","N/A","default ASAP","NLD5-SW-1#OCS","WES-CTE-1#OCS","NA","210293"
"Up","Commissioned","10GbE","SGS_JFL_PS64_01-03-14-04_SGS_KR_PS36_01-02-20-01_10G_1","SNC-N Server Protected","SGS-JFL-1","GBE10-1-3-14-4","SGS-KR-1","GBE10-1-2-20-1","","","","","Started","Started","Path","Add","Managed Plane","Cleared","Minor","In Service","In Service","Completed","No","Not Set","10090_KR_ABR-JFL_ASBR-10G-BEP1.0-Link-03","A62005","A62005","","g-SGS_JFL_PS64_01-03-14-04_SGS_KR_PS36_01-02-20-01_10G_1","Wed Sep 01 2021 14:32:52 GMT+0200 (South Africa Standard Time)","N/A","","BBNS","","0","0","NOT SUPPORTED","","N/A","","None","","None","None","N/A","default ASAP","SGS-JFL-1#OCS","SGS-KR-1#OCS","NA","210344"
"Up","Commissioned","1GbE","EAS_PLI_PS36_01-01-12-24_WES_CTE_PS64_01-01-16-08_1G_1","SNC-N Server Protected","EAS-PLI-1","GBE-1-1-12-24","WES-CTE-1","GBE-1-1-16-8","","","","","Started","Started","Path","Add","Managed Plane","Cleared","Minor","Automatic In Service","In Service","Completed","No","Not Set","PLI-CTE_1G_1_IP/MPLS_Summarization","A62009","A62009","","g-EAS_PLI_PS36_01-01-12-24_WES_CTE_PS64_01-01-16-08_1G_1","Wed Sep 01 2021 15:50:09 GMT+0200 (South Africa Standard Time)","N/A","","BBNS","","0","0","NOT COMPUTED","Invalid Date","N/A","","None","","None","None","N/A","default ASAP","EAS-PLI-1#OCS","WES-CTE-1#OCS","NA","210353"
"Up","Commissioned","10GbE","(Migrated and ready to delete)SGS_JFL_PS64_01-02-11-07_SGS_SP_PS36_01-01-20-01_10G_1","SNC-N Server Protected","SGS-JFL-1","GBE10-1-2-11-7","SGS-SP-1","GBE10-1-1-20-1","","","","","Started","Started","Path","Add","Managed Plane","Cleared","Minor","In Service","In Service","Completed","No","Not Set","(Migrated and ready to delete)10060_SP_ABR-JFL_ASBR-10G-BEP1.0-Link3","A62042","A62042","","g-SGS_JFL_PS64_01-02-11-07_SGS_SP_PS36_01-01-20-01_10G_1","Fri Sep 03 2021 08:45:49 GMT+0200 (South Africa Standard Time)","N/A","","BBNS","","0","0","NOT SUPPORTED","","N/A","","None","","None","None","N/A","default ASAP","SGS-JFL-1#OCS","SGS-SP-1#OCS","NA","210419"
"Up","Commissioned","100GbE","WES-CTE-1_PS32_05-35-C1_SFD28_TERR-1_PS32_02-13-C1_SFD26_100G","Unprotected","WES-CTE-1","S2AD200-5-35-C1","WES-Terraco-1","S2AD200-2-13-C1","","","","","Started","Started","Path","Add","Managed Plane","Cleared","Cleared","In Service","In Service","Completed","No","Not Set","zaf-cpt-cte-p03 Hu0/3/0/0_zaf-cpt-ter-bdr02 Hu0/0/0/18_100G_NSA9","A62093","A62093","","g-WES-CTE-1_PS32_05-35-C1_SFD28_TERR-1_PS32_02-13-C1_SFD26_100G","Fri Sep 03 2021 22:14:50 GMT+0200 (South Africa Standard Time)","N/A","NSA9","BBNS","","0","0","DMF","","N/A","","None","","N/A","N/A","N/A","default ASAP","WES-CTE-1","WES-Terraco-1","NA","210555"
"Up","Commissioned","10GbE","SGC-MTA-2_PS24X_01-11-02-23_SGS-JFL-2_PS24X_01-11-01-22_10GE","SNC-N Server Protected","SGC-MTA-2","30AN300-11-2-23","SGS-JFL-2","30AN300-11-1-22","","","","","Started","Started","Path","Add","Managed Plane","Cleared","Minor","In Service","In Service","Completed","No","Not Set","CDN_SGC-MTA-2_PS24X_01-11-01-23_SGS-JFL-2_PS24X_01-11-01-22_10GE_Replaced_A47964","A62372","A62372","","g-SGC-MTA-2_PS24X_01-11-01-23_SGS-JFL-2_PS24X_01-11-01-22_10GE","Mon Sep 06 2021 16:23:33 GMT+0200 (South Africa Standard Time)","N/A","","BBNS","","0","0","NOTAVAILABLE","","N/A","","None","","None","None","N/A","default ASAP","SGC-MTA-2","SGS-JFL-2","NA","211277"
"Up","Commissioned","10GbE","SGC-MTA-2_PS24X_01-11-02-11_SGS-JFL-2_PS24X_01-11-02-11_10GE","SNC-N Server Protected","SGC-MTA-2","30AN300-11-2-11","SGS-JFL-2","30AN300-11-2-11","","","","","Started","Started","Path","Add","Managed Plane","Cleared","Minor","In Service","In Service","Completed","No","Not Set","CDN_SGC-MTA-2_PS24X_01-11-02-11_SGS-JFL-2_PS24X_01-11-02-11_10GE_Replaced_A47952","A62381","A62381","","g-SGC-MTA-2_PS24X_01-11-02-11_SGS-JFL-2_PS24X_01-11-02-11_10GE","Mon Sep 06 2021 16:39:38 GMT+0200 (South Africa Standard Time)","N/A","","BBNS","","0","0","NOTAVAILABLE","","N/A","","None","","None","None","N/A","default ASAP","SGC-MTA-2","SGS-JFL-2","NA","211289"
