"Operational State","Connection State","Rate","Name","Protection","From Node #1","From Port #1","To Node #1","To Port #1","From Node #2","From Port #2","To Node #2","To Port #2","PM 15M","PM 24H","Connection Type","Deploy Type","Category","Alarm Status","Server Alarm Status","Service State","OLC State","Implementation Status","Allow ASON Resources","ASAP","Alias","Alias 2","Order Number","Customer","Group Order Name","Created Date","Enable NIM","Latest Note","NPA Name","Channel Width","Actual Latency - WORK (microsec)","Actual Latency - PROTECT(microsec)","Latency Status","Latency Timestamp","Reservation","Reservation Expiry Date","Test Status","BER Measurement Result","TCM Enabled","TCM ASAP Enabled","Wave Key","NML ASAP","From NE #1","To NE #1","ASE Control Mode","Order ID"
"Up","Commissioned","10GbE","SGC_MTA-2_PS24X_01-11-01-04_NGA_PRO-2_PS24X_01-11-10-11_10G_1","SNC-N Server Protected","SGC-MTA-2","30AN300-11-1-4","NGA-PRO-2","30AN300-11-10-11","","","","","Not Enabled","Started","Path","Add","Managed Plane","Cleared","Minor","In Service","In Service","Completed","No","Not Set","VB  1-98821601447  SAP_HANA_Secondary_via_ENS","A69392","A69392","","g-SGC_MTA-2_PS24X_01-11-01-04_NGA_PRO-2_PS24X_01-11-10-11_10G_1","Thu Feb 10 2022 21:33:48 GMT+0200 (South Africa Standard Time)","N/A","","BBNS","","0","0","INVALID","","N/A","","None","","None","None","N/A","default ASAP","SGC-MTA-2","NGA-PRO-2","NA","245575"
"Up","Commissioned","1GbE","NLD1_LD_PS36_01-01-12-24_KZN_DNE_PS64_01-01-06-19_1G_1 ","SNC-N Server Protected","NLD1-LD-1","GBE-1-1-12-24","KZN-DNE-PSS-1","GBE-1-1-6-19","","","","","Started","Started","Path","Add","Managed Plane","Cleared","Minor","In Service","In Service","Completed","No","Not Set","KZN_LD-DNE-1Gb/s_Cisco_903_management","A69413","A69413","","g-NLD1_LD_PS36_01-01-12-24_KZN_DNE_PS64_01-01-06-19_1G_1 ","Fri Feb 11 2022 12:20:06 GMT+0200 (South Africa Standard Time)","N/A","","BBNS","","0","0","NOT COMPUTED","Invalid Date","N/A","","None","","None","None","N/A","default ASAP","NLD1-LD-1#OCS","KZN-DNE-PSS-1#OCS","NA","245679"
"Up","Commissioned","10GbE","NLD5_GG_PS36_01-02-20-03_WES_FSDC_PS36_01-03-48-06_10G_1","Unprotected","NLD5-GG-1","GBE10-1-2-20-3","WES-FSDC-1","GBE10-1-3-48-6","","","","","Started","Started","Path","Add","Managed Plane","Minor","Major","Automatic In Service","In Service","Completed","No","Not Set","Soetmelksfontein-to-CFO_10G via NLD10/3&4_(2/2)","A69454","A69454","","g-NLD5_GG_PS36_01-02-20-03_WES_FSDC_PS36_01-03-48-06_10G_1","Mon Feb 14 2022 11:28:54 GMT+0200 (South Africa Standard Time)","N/A","","BBNS","","0","0","DMF","","N/A","","None","","None","None","N/A","default ASAP","NLD5-GG-1#OCS","WES-FSDC-1#OCS","NA","245749"
"Up","Commissioned","10GbE","NLD5_SW_PS32_01-01-15-C1_NLD5_Soetmelksfontein_PS32_01-01-15-C1_10G_1","Unprotected","NLD5-Soetmelk-1","S13X100-1-15-C1","NLD5-SW-1","S13X100-1-15-C1","","","","","Started","Started","Path","Add","Managed Plane","Cleared","Cleared","In Service","In Service","Completed","No","Not Set","Soetmelksfontein-to-SW_10G ","A69468","A69468","","g-NLD5_SW_PS32_01-01-15-C1_NLD5_Soetmelksfontein_PS32_01-01-15-C1_10G_1","Mon Feb 14 2022 11:57:26 GMT+0200 (South Africa Standard Time)","N/A","","BBNS","","0","0","NOTAVAILABLE","","N/A","","None","","N/A","N/A","N/A","default ASAP","NLD5-Soetmelk-1","NLD5-SW-1","NA","245786"
"Up","Commissioned","10GbE","NLD9_KRM_PS32_01-01-13-C1_SGA_JFL_PS32_01-04-16-C1_10G_1","Unprotected","NLD9-KRM-1","S13X100-1-13-C1","SGS-JFL-1","S13X100-4-16-C1","","","","","Started","Started","Path","Add","Managed Plane","Cleared","Minor","Maintenance","In Service","Completed","No","Not Set","KRM_LTE_TO_JFL","A69478","A69478","","g-NLD9_KRM_PS32_01-01-13-C1_SGA_JFL_PS32_01-04-16-C1_10G_1","Tue Feb 15 2022 07:29:32 GMT+0200 (South Africa Standard Time)","N/A","","BBNS","","0","0","INVALID","","N/A","","None","","N/A","N/A","N/A","default ASAP","NLD9-KRM-1","SGS-JFL-1","NA","245870"
"Up","Commissioned","10GbE","SGS_JME-2_PS24X_01-12-02-01_SGC_MTA-2_PS24X_01-12-2-30_10GbE-01","SNC-N Server Protected","SGS-JME-2","30AN300-12-2-1","SGC-MTA-2","30AN300-12-2-30","","","","","Not Enabled","Started","Path","Add","Managed Plane","Cleared","Minor","Automatic In Service","In Service","Completed","No","Not Set","SGS_JME-2_PS24X_01-12-02-01_SGC_MTA-2_PS24X_01-12-2-30_10GbE-01","A69566","A69566","","g-SGS_JME-2_PS24X_01-12-02-01_SGC_MTA-2_PS24X_01-12-2-30_10GbE-01","Tue Feb 15 2022 21:22:12 GMT+0200 (South Africa Standard Time)","N/A","","BBNS","","0","0","INVALID","","N/A","","None","","None","None","N/A","default ASAP","SGS-JME-2","SGC-MTA-2","NA","246516"
"Up","Commissioned","1GbE","KZN_RV_PS64_01-01-12-13_KZN_DMO_PS64_01-01-12-23_1G_1","SNC-N Server Protected","KZN-RV-PSS-1","GBE-1-1-12-13","KZN-DMO-PSS-1","GBE-1-1-12-23","","","","","Started","Started","Path","Add","Managed Plane","Cleared","Minor","Automatic In Service","In Service","Completed","No","Not Set","KZN_Avoca_Reservoir_SML19962_(ACM)_(AGS20)_705M","A69572","A69572","","g-KZN_RV_PS64_01-01-12-13_KZN_DMO_PS64_01-01-12-23_1G_1","Wed Feb 16 2022 11:30:16 GMT+0200 (South Africa Standard Time)","N/A","","BBNS","","0","0","NOT COMPUTED","Invalid Date","N/A","","None","","None","None","N/A","default ASAP","KZN-RV-PSS-1#OCS","KZN-DMO-PSS-1#OCS","NA","246605"
"Up","Commissioned","10GbE","NGA_PSI-2_PS24X_01-12-10-14_NLD2_KS-1_PS36_01-02-21-6_10G_1","SNC-N Server Protected","NGA-PSI-2","30AN300-12-10-14","NLD2-KS-1","GBE10-1-2-21-6","","","","","Started","Started","Path","Add","Managed Plane","Cleared","Minor","In Service","In Service","Completed","No","Not Set","BEP1:NGA_KS_ABR-1_TO_NGA_PSI_ASBR-1_Link#1","A69620","A69620","","g-NGA_PSI-2_PS24X_01-12-10-14_NLD2_KS-1_PS36_01-02-21-6_10G_1","Wed Feb 16 2022 22:27:07 GMT+0200 (South Africa Standard Time)","N/A","","BBNS","","0","0","INVALID","","N/A","","None","","None","None","N/A","default ASAP","NGA-PSI-2","NLD2-KS-1#OCS","NA","247813"
"Up","Commissioned","10GbE","NGA_PRO-2_PS24X_01-11-01-27_NLD2_KS-1_PS36_01-01-21-02_10G_1","SNC-N Server Protected","NGA-PRO-2","30AN300-11-1-27","NLD2-KS-1","GBE10-1-1-21-2","","","","","Started","Started","Path","Add","Managed Plane","Cleared","Minor","In Service","In Service","Completed","No","Not Set","BEP1:NGA_KS_ABR-2_TO_NGA_PRO_ASBR-1_Link#1","A69633","A69633","","g-NGA_PRO-2_PS24X_01-11-01-27_NLD2_KS-1_PS36_01-01-21-02_10G_1","Thu Feb 17 2022 01:16:53 GMT+0200 (South Africa Standard Time)","N/A","","BBNS","","0","0","INVALID","","N/A","","None","","None","None","N/A","default ASAP","NGA-PRO-2","NLD2-KS-1#OCS","NA","247935"
"Up","Commissioned","10GbE","NGA_PRO-2_PS24X_01-11-10-20_NLD2_KS-1_PS36_01-01-21-08_10G_1","SNC-N Server Protected","NGA-PRO-2","30AN300-11-10-20","NLD2-KS-1","GBE10-1-1-21-8","","","","","Started","Started","Path","Add","Managed Plane","Cleared","Minor","In Service","In Service","Completed","No","Not Set","BEP1:NGA_LI_ABR-2_TO_NGA_PRO_ASBR-1_(PART1_of_2)_(PRO_KS)(A33406_and_A69639)","A69639","A69639","","g-NGA_PRO-2_PS24X_01-11-10-20_NLD2_KS-1_PS36_01-01-21-08_10G_1","Thu Feb 17 2022 02:13:26 GMT+0200 (South Africa Standard Time)","N/A","","BBNS","","0","0","INVALID","","N/A","","None","","None","None","N/A","default ASAP","NGA-PRO-2","NLD2-KS-1#OCS","NA","247958"
"Up","Commissioned","10GbE","NLD9_KRM_PS32_01-01-14-C3_CEN_BES_PS32_01-02-14-C3_10G_1","Unprotected","NLD9-KRM-1","43SCX4E-1-14-C3","CEN-BES-1","43SCX4E-2-14-C3","","","","","Started","Started","Path","Add","Managed Plane","Cleared","Minor","Automatic In Service","In Service","Completed","No","Not Set","KRM-JFL-SECONDARY_LINK_VIA_BES_1/2","A69649","A69649","","g-NLD9_KRM_PS32_01-01-14-C3_CEN_BES_PS32_01-02-14-C3_10G_1","Thu Feb 17 2022 08:34:21 GMT+0200 (South Africa Standard Time)","N/A","","BBNS","","0","0","NOT SUPPORTED","","N/A","","None","","N/A","N/A","N/A","default ASAP","NLD9-KRM-1","CEN-BES-1","NA","247984"
"Up","Commissioned","10GbE","NLD7_NL_PS36_01-01-20-09_NGA_PSI-2_PS24x_01-11-10-14_10GbE_4","SNC-N Server Protected","CEN-NL-1","GBE10-1-1-20-9","NGA-PSI-2","30AN300-11-10-14","","","","","Started","Started","Path","Add","Managed Plane","Cleared","Minor","In Service","In Service","Completed","No","Not Set","CDN_NL-PSI_10G_Link4","A69702","A69702","","g-NLD7_NL_PS36_01-01-20-09_NGA_PSI-2_PS24x_01-11-10-14_10GbE_04","Fri Feb 18 2022 16:25:15 GMT+0200 (South Africa Standard Time)","N/A","","BBNS","","0","0","NOTAVAILABLE","","N/A","","None","","None","None","N/A","default ASAP","CEN-NL-1#OCS","NGA-PSI-2","NA","248411"
"Up","Commissioned","10GbE","NLD7_NL_PS36_01-01-21-04_NGA_PSI-2_PS24x_01-11-01-25_10GbE_5","SNC-N Server Protected","CEN-NL-1","GBE10-1-1-21-4","NGA-PSI-2","30AN300-11-1-25","","","","","Started","Started","Path","Add","Managed Plane","Cleared","Minor","In Service","In Service","Completed","No","Not Set","CDN_NL-PSI_10G_Link5","A69705","A69705","","g-NLD7_NL_PS36_01-01-21-04_NGA_PSI-2_PS24x_01-11-01-25_10GbE_05","Fri Feb 18 2022 16:59:59 GMT+0200 (South Africa Standard Time)","N/A","","BBNS","","0","0","NOTAVAILABLE","","N/A","","None","","None","None","N/A","default ASAP","CEN-NL-1#OCS","NGA-PSI-2","NA","248417"
"Up","Commissioned","10GbE","KZN_DMO-2_PS24x_01-12-02-11_KZN_DNE-2_PS24x_01-12-02-11_10GbE_6","SNC-N Server Protected","KZN-DMO-2","30AN300-12-2-11","KZN-DNE-2","30AN300-12-2-11","","","","","Started","Started","Path","Add","Managed Plane","Cleared","Minor","In Service","In Service","Completed","No","Not Set","3020_TID:457409_KZN_DNE 8665-1 POC 1_DMO 8665-1 POC 1_80G_LAG8: IP/MPLS_6","A69739","A69739","","g-KZN_DMO-2_PS24x_01-12-02-11_KZN_DNE-2_PS24x_01-12-02-11_10GbE_06","Tue Feb 22 2022 12:21:38 GMT+0200 (South Africa Standard Time)","N/A","","BBNS","","0","0","NOTAVAILABLE","","N/A","","None","","None","None","N/A","default ASAP","KZN-DMO-2","KZN-DNE-2","NA","248719"
"Up","Commissioned","10GbE","SGC-TERACO-2_PS24X_01-11-04-18_SGS-JFL-2_PS24X_01-11-03-03_10GE","SNC-N Server Protected","SGC-Teraco-2","30AN300-11-4-18","SGS-JFL-2","30AN300-11-3-3","","","","","Not Enabled","Started","Path","Add","Managed Plane","Cleared","Minor","In Service","In Service","Completed","No","Not Set","VB_FTTX_MWEB_TERACO_ISANDO_TO_JFL_10GE-1_Replaced_A50447","A69745","A69745","","g-SGC-TERACO-2_PS24X_01-11-04-18_SGS-JFL-2_PS24X_01-11-03-03_10GE","Tue Feb 22 2022 12:36:31 GMT+0200 (South Africa Standard Time)","N/A","","BBNS","","0","0","NOTAVAILABLE","","N/A","","None","","None","None","N/A","default ASAP","SGC-Teraco-2","SGS-JFL-2","NA","248751"
"Up","Commissioned","10GbE","NLD5_GG_PS36_01-02-20-01_WES_FSDC_PS64_01-03-13-05_10G_1","SNC-N Server Protected","NLD5-GG-1","GBE10-1-2-20-1","WES-FSDC-1","GBE10-1-3-13-5","","","","","Started","Started","Path","Add","Managed Plane","Cleared","Minor","In Service","In Service","Completed","No","Not Set","TID:921060_NAT_George 8665-2POC2_CFO 8665-2POC1_VDC_IP/MPLS_1","A69782","A69782","","g-NLD5_GG_PS36_01-02-20-01_WES_FSDC_PS64_01-03-13-05_10G_1","Tue Feb 22 2022 23:41:04 GMT+0200 (South Africa Standard Time)","N/A","","BBNS","","0","0","DMF","","N/A","","None","","None","None","N/A","default ASAP","NLD5-GG-1#OCS","WES-FSDC-1#OCS","NA","248865"
"Up","Commissioned","10GbE","NLD7_NL_PS36_01-01-20-02_NGA_PRO-2_PS24x_01-11-01-26_10GbE_2","SNC-N Server Protected","CEN-NL-1","GBE10-1-1-20-2","NGA-PRO-2","30AN300-11-1-26","","","","","Started","Started","Path","Add","Managed Plane","Cleared","Minor","In Service","In Service","Completed","No","Not Set","CDN_NL-PRO_10G_Link2","A69788","A69788","","g-NLD7_NL_PS36_01-01-20-02_NGA_PRO-2_PS24x_01-11-01-26_10GbE_01","Wed Feb 23 2022 00:18:45 GMT+0200 (South Africa Standard Time)","N/A","","BBNS","","0","0","NOTAVAILABLE","","N/A","","None","","None","None","N/A","default ASAP","CEN-NL-1#OCS","NGA-PRO-2","NA","248896"
"Down","Commissioned","10GbE","KZN_RV-2_PS24x_01-11-01-19_KZN_DMO-2_PS24x_01-11-01-19_10GbE_01","SNC-N Server Protected","KZN-RV-2","30AN300-11-1-19","KZN-DMO-2","30AN300-11-1-19","","","","","Started","Started","Path","Add","Managed Plane","Cleared","Major","Out Of Service","In Service","Completed","No","Not Set","RV-DMO_10G_IP/MPLS_Link1","A69852","A69852","","g-KZN_RV-2_PS24x_01-11-01-19_KZN_DMO-2_PS24x_01-11-01-19_10GbE_01","Thu Feb 24 2022 11:25:43 GMT+0200 (South Africa Standard Time)","N/A","","BBNS","","0","0","NOTAVAILABLE","","N/A","","None","","None","None","N/A","default ASAP","KZN-RV-2","KZN-DMO-2","NA","249208"
"Down","Commissioned","10GbE","KZN_RV-2_PS24x_01-12-01-17_KZN_DNE-2_PS24x_01-12-01-17_10GbE_01","SNC-N Server Protected","KZN-RV-2","30AN300-12-1-17","KZN-DNE-2","30AN300-12-1-17","","","","","Started","Started","Path","Add","Managed Plane","Cleared","Major","Automatic In Service","In Service","Completed","No","Not Set","RV-DNE_10G_IP/MPLS_Link1","A69855","A69855","","g-KZN_RV-2_PS24x_01-12-01-17_KZN_DNE-2_PS24x_01-12-01-17_10GbE_01","Thu Feb 24 2022 11:46:38 GMT+0200 (South Africa Standard Time)","N/A","","BBNS","","0","0","NOTAVAILABLE","","N/A","","None","","None","None","N/A","default ASAP","KZN-RV-2","KZN-DNE-2","NA","249216"
"Up","Commissioned","10GbE","NLD8_NY_PS32_01-2-16-C3_NLD8_CAR_PS32_01-1-16-C3_10G","Unprotected","NLD8-CAR-1","130SCX10-1-16-C3","NLD8-NY-1","130SCX10-2-16-C3","","","","","Started","Started","Path","Discover","Managed Plane","Cleared","Cleared","In Service","In Service","Completed","No","Not Set","NGA_ACCESS_(NOKIA)_CAR_to_PRO_(Paired_A69883_and_DV69881)","DV69881","DV69881","","g-Core_NLD8_HETBAD_PS32_01-1-14-L1_NLD8_CAR_PS32_01-1-16-L1_100G-9400 ODU2:1 DSR:1","Fri Feb 25 2022 13:52:33 GMT+0200 (South Africa Standard Time)","N/A","","BBNS","","0","0","NOT SUPPORTED","","N/A","","None","","N/A","N/A","N/A","default ASAP","NLD8-CAR-1","NLD8-NY-1","NA","249302"
"Up","Commissioned","10GbE","NLD8_NY_PS36_01-02-20-1_NGA_PRO-2_PS24X_01-12-10-29_10G_1","Unprotected","NLD8-NY-1","GBE10-1-2-20-1","NGA-PRO-2","30AN300-12-10-29","","","","","Not Enabled","Started","Path","Add","Managed Plane","Cleared","Minor","In Service","In Service","Completed","No","Not Set","NGA_ACCESS_(NOKIA)_NGA_PRO_ABR_12-2--NGA_Carousel_IXR6-1_(Paired_A69883_and_DV69881)","A69883","A69883","","g-NLD8_NY_PS36_01-02-20-1_NGA_PRO-2_PS24X_01-12-10-29_10G_1","Fri Feb 25 2022 14:05:09 GMT+0200 (South Africa Standard Time)","N/A","","BBNS","","0","0","NOTAVAILABLE","","N/A","","None","","None","None","N/A","default ASAP","NLD8-NY-1#OCS","NGA-PRO-2","NA","249308"
"Up","Commissioned","100GbE","WES_CTE_PS64_01-02-16-01_KZN_DNE-2_PS24x_01-12-11-02_100GbE_01","SNC-N Server Protected","KZN-DNE-2","4AN400-12-11-2","WES-CTE-1","GBE100-1-2-16-1","","","","","Started","Started","Path","Add","Managed Plane","Cleared","Minor","In Service","In Service","Completed","No","Not Set","NSA_CTE-DNE_100G via NLD5&6, Protected on NLD1/9/3&4_Link1_NSA0034","A70043","A70043","","g-WES_CTE_PS64_01-02-16-01_KZN_DNE-2_PS24x_01-12-11-02_100GbE_01","Wed Mar 02 2022 15:54:08 GMT+0200 (South Africa Standard Time)","N/A","NSA34","BBNS","","0","0","INVALID","","N/A","","None","","None","None","N/A","default ASAP","KZN-DNE-2","WES-CTE-1#OCS","NA","250895"
"Up","Commissioned","10GbE","NLD4_LBG_PS32_01-1-16-L1_NLD4_PLD_PS32_01-1-16-L1_40G-9400 ODU2:1 DSR:1","Unprotected","NLD4-PLD-1","43SCX4E-1-16-C4","NLD4-LBG-1","43SCX4E-1-16-C4","","","","","Started","Started","Path","Discover","Managed Plane","Cleared","Cleared","In Service","In Service","Completed","No","Not Set","NLD4_LBG_PS32_01-1-16-L1_NLD4_PLD_PS32_01-1-16-L1_40G-9400 ODU2:1 DSR:1","DV70051","DV70051","","g-NLD4_LBG_PS32_01-1-16-L1_NLD4_PLD_PS32_01-1-16-L1_40G-9400 ODU2:1 DSR:1","Thu Mar 03 2022 10:54:57 GMT+0200 (South Africa Standard Time)","N/A","","BBNS","","0","0","NOT SUPPORTED","","N/A","","None","","N/A","N/A","N/A","default ASAP","NLD4-PLD-1","NLD4-LBG-1","NA","250916"
"Up","Commissioned","10GbE","KZN_DMO-2_PS24x_01-11-01-09_KZN_DNE-2_PS24x_01-11-01-09_10GbE_2","SNC-N Server Protected","KZN-DMO-2","30AN300-11-1-9","KZN-DNE-2","30AN300-11-1-9","","","","","Started","Started","Path","Add","Managed Plane","Cleared","Minor","In Service","In Service","Completed","No","Not Set","CDN_DMO-DNE_10GE_Route Reflector Link2","A70140","A70140","","g-KZN_DMO-2_PS24x_01-11-01-09_KZN_DNE-2_PS24x_01-11-01-09_10GbE_2","Thu Mar 10 2022 10:51:52 GMT+0200 (South Africa Standard Time)","N/A","CDN5","BBNS","","0","0","NOTAVAILABLE","","N/A","","None","","None","None","N/A","default ASAP","KZN-DMO-2","KZN-DNE-2","NA","251269"
"Up","Commissioned","10GbE","KZN_DMO-2_PS24x_01-11-02-09_KZN_DNE-2_PS24x_01-11-02-09_10GbE_17","SNC-N Server Protected","KZN-DMO-2","30AN300-11-2-9","KZN-DNE-2","30AN300-11-2-9","","","","","Started","Started","Path","Add","Managed Plane","Minor","Minor","In Service","In Service","Completed","No","Not Set","DMO-DNE_10G_CDN Link17","A70143","A70143","","g-KZN_DMO-2_PS24x_01-11-02-09_KZN_DNE-2_PS24x_01-11-02-09_10GbE_17","Thu Mar 10 2022 11:09:26 GMT+0200 (South Africa Standard Time)","N/A","CDN5","BBNS","","0","0","NOTAVAILABLE","","N/A","","None","","None","None","N/A","default ASAP","KZN-DMO-2","KZN-DNE-2","NA","251285"
"Up","Commissioned","10GbE","KZN_DMO-2_PS24x_01-11-01-11_KZN_DNE-2_PS24x_01-11-01-11_10GbE_20","SNC-N Server Protected","KZN-DMO-2","30AN300-11-1-11","KZN-DNE-2","30AN300-11-1-11","","","","","Started","Started","Path","Add","Managed Plane","Cleared","Minor","In Service","In Service","Completed","No","Not Set","DMO-DNE_10G_CDN Link20","A70146","A70146","","g-KZN_DMO-2_PS24x_01-11-01-11_KZN_DNE-2_PS24x_01-11-01-11_10GbE_20","Thu Mar 10 2022 11:21:23 GMT+0200 (South Africa Standard Time)","N/A","CDN5","BBNS","","0","0","NOTAVAILABLE","","N/A","","None","","None","None","N/A","default ASAP","KZN-DMO-2","KZN-DNE-2","NA","251297"
"Up","Commissioned","10GbE","KZN_DMO-2_PS24x_01-11-02-11_KZN_DNE-2_PS24x_01-11-02-11_10GbE_21","SNC-N Server Protected","KZN-DMO-2","30AN300-11-2-11","KZN-DNE-2","30AN300-11-2-11","","","","","Started","Started","Path","Add","Managed Plane","Cleared","Minor","In Service","In Service","Completed","No","Not Set","DMO-DNE_10G_CDN Link21","A70149","A70149","","g-KZN_DMO-2_PS24x_01-11-02-11_KZN_DNE-2_PS24x_01-11-02-11_10GbE_21","Thu Mar 10 2022 11:41:08 GMT+0200 (South Africa Standard Time)","N/A","CDN5","BBNS","","0","0","NOTAVAILABLE","","N/A","","None","","None","None","N/A","default ASAP","KZN-DMO-2","KZN-DNE-2","NA","251307"
"Up","Commissioned","10GbE","KZN_DMO-2_PS24x_01-11-01-12_KZN_DNE-2_PS24x_01-11-01-12_10GbE_22","SNC-N Server Protected","KZN-DMO-2","30AN300-11-1-12","KZN-DNE-2","30AN300-11-1-12","","","","","Started","Started","Path","Add","Managed Plane","Cleared","Minor","In Service","In Service","Completed","No","Not Set","DMO-DNE_10G_CDN Link22","A70152","A70152","","g-KZN_DMO-2_PS24x_01-11-01-12_KZN_DNE-2_PS24x_01-11-01-12_10GbE_22","Thu Mar 10 2022 13:44:13 GMT+0200 (South Africa Standard Time)","N/A","CDN5","BBNS","","0","0","NOTAVAILABLE","","N/A","","None","","None","None","N/A","default ASAP","KZN-DMO-2","KZN-DNE-2","NA","251311"
"Up","Commissioned","10GbE","CEN_BES_PS36_01-02-19-10_NLD1_HR_PS36_01-02-20-02_10G_1","SNC-N Server Protected","CEN-BES-1","GBE10-1-2-19-10","NLD1-HR-1","GBE10-1-2-20-2","","","","","Started","Started","Path","Add","Managed Plane","Cleared","Minor","In Service","In Service","Completed","No","Not Set","TID:440652_CEN BES B 8665-2 POC2 - Harrismith 8660-2 1Gbps via_ALU_A23590 (8665-8660) : IP/MPLS(1Gbps_upgraded_to_10Gbps)","A70164","A70164","","g-CEN_BES_PS36_01-02-19-10_NLD1_HR_PS36_01-02-20-02_10G_1","Thu Mar 10 2022 15:49:06 GMT+0200 (South Africa Standard Time)","N/A","","BBNS","","0","0","NOT SUPPORTED","","N/A","","None","","None","None","N/A","default ASAP","CEN-BES-1#OCS","NLD1-HR-1#OCS","NA","251332"
"Up","Commissioned","100GbE","KZN_DMO-2_PS24x_01-12-10-01_KZN_DNE-2_PS24x_01-12-10-01_100GbE_1","SNC-N Server Protected","KZN-DMO-2","4AN400-12-10-1","KZN-DNE-2","4AN400-12-10-1","","","","","Started","Started","Path","Add","Managed Plane","Cleared","Cleared","In Service","In Service","Completed","No","Not Set","DMO-to-DNE_100G_1_CDN_LINK1_P-P Layer","A70178","A70178","","g-KZN_DMO-2_PS24x_01-12-10-01_KZN_DNE-2_PS24x_01-12-10-01_100GbE_1","Thu Mar 10 2022 23:23:39 GMT+0200 (South Africa Standard Time)","N/A","CDN111","BBNS","","0","0","NOTAVAILABLE","","N/A","","None","","None","None","N/A","default ASAP","KZN-DMO-2","KZN-DNE-2","NA","251409"
"Up","Commissioned","10GbE","DFA_ER_PS32_01-02-16-C6_NLD7_CRL_PS32_01-01-11-C6_10G_1","Unprotected","DFA-ER-1","130SCX10-2-16-C6","NLD7-CRL-1","130SCX10-1-11-C6","","","","","Started","Started","Path","Add","Managed Plane","Cleared","Cleared","In Service","In Service","Completed","No","Not Set","TID:943436_MPU_Ermelo_8665-1_POC2-Immelmansdal_8603_IP/MPLS_(2/2) via Liquid fiber [VFS003718]","A70188","A70188","","g-Core_DFA-ER-130SCX-2-16-L1-1-NLD7-CRL-130SCX-1-11-L1-1-ODU4 ODU2:1 DSR:1","Fri Mar 11 2022 09:56:25 GMT+0200 (South Africa Standard Time)","N/A","","BBNS","","0","0","NOT SUPPORTED","","N/A","","None","","N/A","N/A","N/A","default ASAP","DFA-ER-1","NLD7-CRL-1","NA","251454"
"Up","Commissioned","10GbE","WES_CTE-2_PS24X_01-11-01-1_TERRACO-2_PS24X_01-11-01-9_10G","SNC-N Server Protected","WES-CTE-2","30AN300-11-1-1","WES-Terraco-2","30AN300-11-1-9","","","","","Not Enabled","Started","Path","Add","Managed Plane","Cleared","Minor","In Service","In Service","Completed","No","Not Set","WES_CTE-2_PS24X_01-11-01-1_TERRACO-2_PS24X_01-11-01-9_10G_ENS","A70323","A70323","","g-WES_CTE-1_PS24X_01-11-01-1_TERRACO-2_PS24X_01-11-01-9_10G","Mon Mar 14 2022 12:06:09 GMT+0200 (South Africa Standard Time)","N/A","","BBNS","","0","0","INVALID","","N/A","","None","","None","None","N/A","default ASAP","WES-CTE-2","WES-Terraco-2","NA","251974"
"Up","Commissioned","10GbE","WES_FSDC-2_PS24X_01-12-01-2_TERRACO-2_PS24X_01-12-01-2_10G","SNC-N Server Protected","WES-FSDC-2","30AN300-12-1-2","WES-Terraco-2","30AN300-12-1-2","","","","","Started","Started","Path","Add","Managed Plane","Cleared","Minor","In Service","In Service","Completed","No","Not Set","WES_FSDC-2_PS24X_01-12-01-2_TERRACO-2_PS24X_01-12-01-2_10G_ENS","A70329","A70329","","g-WES_FSDC-2_PS24X_01-12-01-2_TERRACO-2_PS24X_01-12-01-2_10G","Mon Mar 14 2022 12:28:28 GMT+0200 (South Africa Standard Time)","N/A","","BBNS","","0","0","NOTAVAILABLE","","N/A","","None","","None","None","N/A","default ASAP","WES-FSDC-2","WES-Terraco-2","NA","252006"
"Degraded","Commissioned","10GbE","WES_FSDC-1_PS64_01-01-47-10_CCTY_PS64_01-01-20-06_10G_1","SNC-N Server Protected","WES-CCTY-1","GBE10-1-1-20-6","WES-FSDC-1","GBE10-1-1-47-10","","","","","Started","Started","Path","Add","Managed Plane","Cleared","Major","In Service","In Service","Completed","No","Not Set","WES_FSDC-1_PS64_01-01-47-10_CCTY_PS64_01-01-20-06_10G_BEP1","A70356","A70356","","g-WES_FSDC-1_PS64_01-01-47-10_CCTY_PS64_01-01-20-06_10G_1","Mon Mar 14 2022 15:12:09 GMT+0200 (South Africa Standard Time)","N/A","","BBNS","","0","0","NOT SUPPORTED","","N/A","","None","","None","None","N/A","default ASAP","WES-CCTY-1#OCS","WES-FSDC-1#OCS","NA","252135"
"Up","Commissioned","10GbE","NLD7_BEL_PS32_01-01-16-C6_NLD7_CRL_PS32_01-01-16-C6_10G_1","Unprotected","NLD7-BEL-1","130SCX10-1-16-C6","NLD7-CRL-1","130SCX10-1-16-C6","","","","","Started","Started","Path","Add","Managed Plane","Cleared","Cleared","In Service","In Service","Completed","No","Not Set","TID:943436_MPU_Ermelo_8665-1_POC2-Immelmansdal_8603_IP/MPLS_(1/2) via Liquid fiber [VFS003718]","A70440","A70440","","","Wed Mar 16 2022 15:27:02 GMT+0200 (South Africa Standard Time)","N/A","","BBNS","","0","0","NOT SUPPORTED","","N/A","","None","","N/A","N/A","N/A","default ASAP","NLD7-BEL-1","NLD7-CRL-1","NA","252397"
